NAMESHORT;NAME;URL;VALUE
NTGRP.NGM;NET TRADING GROUP NTG;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTGRP.NGM;101.12
MTRS.ST;MUNTERS GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTRS.ST;101.07
EFFP.ST;EFFNETPLATTFORMEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EFFP.ST;100.94
SHB-A.ST;SVENSKA HANDELSBANKEN A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-A.ST;100.93
BONAV-A.ST;BONAVA A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BONAV-A.ST;100.85
INWI.ST;INWIDO;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INWI.ST;100.85
PNDX-B.ST;PANDOX;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNDX-B.ST;100.81
BALD-PREF.ST;FASTIGHETS AB BALDER PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BALD-PREF.ST;100.71
SEMC.ST;SEMCON;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEMC.ST;100.55
SEB-C.ST;SE BANKEN C;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-C.ST;100.54
XACT-BEAR.ST;XACT BEAR ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR.ST;100.47
ACM.ST;A CITY MEDIA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACM.ST;100.46
CAPIO.ST;CAPIO;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAPIO.ST;100.42
TFBANK.ST;TF BANK;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TFBANK.ST;100.38
SECT-B.ST;SECTRA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECT-B.ST;100.31
HOFI.ST;HOIST FINANCE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOFI.ST;100.21
AHSL.ST;AHLSELL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AHSL.ST;100.03
ELEC.ST;ELECTRA GRUPPEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELEC.ST;100.01
OP-PREF.ST;OSCAR PROPERTIES PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREF.ST;99.96
TOBIN-PREF.ST;TOBIN PROPERTIES PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN-PREF.ST;99.89
XACTHDIV.ST;XACTHDIV ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACTHDIV.ST;99.81
XMEM.ST;DB X-TRACKERS MSCI EM ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMEM.ST;99.78
HEIM-PREF.ST;HEIMSDATEN PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEIM-PREF.ST;99.65
XACT-OMXSB-UTD.ST;XACT OMXSB Utd ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-OMXSB-UTD.ST;99.61
LAMM-B.ST;LAMMHULTS DESIGN GROUP B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAMM-B.ST;99.51
KNOW.ST;KNOW IT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KNOW.ST;99.43
SIMRIS-B.ST;SIMRIS ALG;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SIMRIS-B.ST;99.42
AXIS.ST;AXIS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AXIS.ST;99.38
SEB-A.ST;SE BANKEN A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-A.ST;99.38
CBTT-B.ST;CHRISTIAN BERNER TECH TRADE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CBTT-B.ST;99.31
GPG-PREF.ST;GENOVA PROPERTY GROUP PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GPG-PREF.ST;99.3
OPUS.ST;OPUS GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OPUS.ST;99.1
QUART-PREF.ST;QUARTIERS PROPERTIES PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QUART-PREF.ST;99.09
FIRE.ST;FIREFLY;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FIRE.ST;98.99
AF-B.ST;AF B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AF-B.ST;98.98
ZZ-B.ST;ZINZINO AB;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZZ-B.ST;98.98
GUGEO.NGM;GUIDELINE GEO;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GUGEO.NGM;98.8
MCOV-B.ST;MEDICOVER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCOV-B.ST;98.75
HOGK-PREF-A.ST;AKTIEBOLAGET HOGKULLEN PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOGK-PREF-A.ST;98.65
BUSER.ST;BAMBUSER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BUSER.ST;98.44
SOBI.ST;SWEDISH ORPHAN BIOVITRUM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOBI.ST;98.37
XMWO.ST;DBX MSCI WORLD ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMWO.ST;98.36
BILL.ST;BILLERUD KORSNAS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BILL.ST;98.24
STRAX.ST;STRAX;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STRAX.ST;98.13
XESC.ST;DBX ES50 DR 1C ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XESC.ST;98.07
ADDV-B.ST;ADDVISE GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ADDV-B.ST;98.06
BTS-B.ST;BTS GROUP B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BTS-B.ST;97.9
HOLM-A.ST;HOLMEN A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOLM-A.ST;97.76
CLAS-B.ST;CLAS OHLSON B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLAS-B.ST;97.69
OP-PREFB.ST;OSCAR PROPERTIES HOLDING PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREFB.ST;97.65
AGORA-PREF.ST;AGORA PREF PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AGORA-PREF.ST;97.61
HUSQ-B.ST;HUSQVARNA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-B.ST;97.33
CAT-A.ST;CATELLA A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAT-A.ST;97.02
SAS-PREF.ST;SAS PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAS-PREF.ST;96.97
XACT.ST;XACT OMX30 ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT.ST;96.95
STEF-B.ST;STENDORREN FASTIGHETER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STEF-B.ST;96.89
CMOTEC-B.ST;SCANDINAVIAN CHEMOTECH;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CMOTEC-B.ST;96.86
STE-R.ST;STORA ENSO R;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-R.ST;96.86
FPAR-PREF.ST;FASTPARTNER PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPAR-PREF.ST;96.7
HEXA-B.ST;HEXAGON B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEXA-B.ST;96.64
PRIC-B.ST;PRICER B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIC-B.ST;96.53
VICP-PREF.ST;VICTORIA PARK PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-PREF.ST;96.46
HLDX.ST;HALDEX;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HLDX.ST;96.41
AKEL-PREF.ST;AKELIUS RESIDENTIAL PREF PRF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AKEL-PREF.ST;96.31
SAPIAB.ST;SALTANGEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAPIAB.ST;96.22
ATORX.ST;ALLIGATOR BIOSCIENCE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATORX.ST;96.11
HUSQ-A.ST;HUSQVARNA A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-A.ST;96.09
ASSA-B.ST;ASSA ABLOY B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ASSA-B.ST;95.97
AMAST-PREF.ST;AMASTEN HOLDING PREF SHS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AMAST-PREF.ST;95.9
NHCBHFFS.ST;NORTHERN HORIZON CAPITAL ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NHCBHFFS.ST;95.52
ATRLJ-B.ST;ATRIUM LJUNGBERG B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATRLJ-B.ST;95.32
OP.ST;OSCAR PROPERTIES;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP.ST;95.18
XSPX.ST;DB X-TRACKERS S&P 500 ETF;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XSPX.ST;95.16
INSTAL.ST;INSTALCO INTRESSENTER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INSTAL.ST;94.97
MSON-A.ST;MIDSONA A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSON-A.ST;94.95
MOB.ST;MOBERG PHARMA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOB.ST;94.78
POLYG.ST;POLYGIENE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLYG.ST;94.62
LUC.ST;LUCARA DIAMOND;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUC.ST;94.35
MEKO.ST;MEKONOMEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEKO.ST;94.35
GCOR.ST;GAMING CORPS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GCOR.ST;94.34
ETX.ST;ETRION;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ETX.ST;94.03
FAG.ST;FAGERHULT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FAG.ST;93.89
BRAV.ST;BRAVIDA HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRAV.ST;93.49
PRCO-B.ST;PRECIO FISHBONE B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRCO-B.ST;93.49
ORGC.ST;ORGANOCLICK;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORGC.ST;93.48
XINT.ST;XINTELA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XINT.ST;93.41
LIFE%20B;LIFEASSAYS B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIFE%20B;93.24
HEBA-B.ST;HEBA FASTIGHETS B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEBA-B.ST;93.22
TERRNT-B.ST;TERRANET HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TERRNT-B.ST;93.2
ALELIO.ST;ALELION ENERGY SYSTEMS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALELIO.ST;93.16
FRNT-B.NGM;FRONTOFFICE NORDIC B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FRNT-B.NGM;92.84
CLEM.ST;CLEMENDO GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLEM.ST;92.76
MQ.ST;MQ HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MQ.ST;92.76
COLL.ST;COLLECTOR;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COLL.ST;92.7
SAND.ST;SANDVIK;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAND.ST;92.57
HANZA.ST;HANZA HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HANZA.ST;92.34
MAXF.ST;MAXFASTIGHETER I SVERIGE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXF.ST;92.31
NEWA-B.ST;NEW WAVE GROUP B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEWA-B.ST;92.3
OLDM.ST;OLD MUTUAL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OLDM.ST;92.17
SWED-A.ST;SWEDBANK A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWED-A.ST;91.92
BYGGP.ST;BYGGPARTNER I DALARNA HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BYGGP.ST;91.79
SYSR.ST;SYSTEMAIR;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SYSR.ST;91.79
ENQ.ST;ENQUEST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENQ.ST;91.64
SVED-B.ST;SVEDBERGS I DALSTORP B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVED-B.ST;91.57
ACARIX.ST;ACARIX;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACARIX.ST;91.42
NIL-B.ST;NILORNGRUPPEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIL-B.ST;91.17
ELOS-B.ST;ELOS MEDTECH;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELOS-B.ST;90.98
SVOL-A.ST;SVOLDER A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVOL-A.ST;90.73
AXFO.ST;AXFOOD;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AXFO.ST;90.69
SCST.ST;SCANDI STANDARD;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCST.ST;90.01
DELARK.ST;DELARKA HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DELARK.ST;89.82
NAXS.ST;NAXS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NAXS.ST;89.26
AMAST.ST;AMSTEN HOLDING B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AMAST.ST;88.68
HAV-B.ST;HAVSFRUN INVESTMENT B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HAV-B.ST;88.39
INTU.ST;INTUITIVE AERIAL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INTU.ST;88.34
RNBS.ST;RETAIL AND BRANDS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RNBS.ST;87.84
B3IT.ST;B3IT MANAGEMENT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=B3IT.ST;87.72
SINT.ST;SINTERCAST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SINT.ST;87.71
SOSIL.NGM;SOTKAMO SILVER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOSIL.NGM;87.7
TCT.ST;TCT TECH SWEDEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCT.ST;87.03
NEXAM.ST;NEXAM CHEMICAL HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEXAM.ST;86.37
AOI.ST;AFRICA OIL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AOI.ST;85.99
CLEANT-A.ST;CLEANTECH INVEST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLEANT-A.ST;85.75
CLA-B.ST;CLOETTA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLA-B.ST;85.56
OBAB.ST;ONLINE BRANDS NORDIC;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBAB.ST;85.54
KARE.ST;KARESSA PHARMA;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARE.ST;85.34
MOMENT.ST;MOMENT GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOMENT.ST;84.61
NICO.ST;NICOCCINO HOLD;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICO.ST;84.53
MAXK.ST;MAXKOMPETENS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXK.ST;83.96
MULQ.ST;MULTIQ INTERNATIONAL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULQ.ST;83.76
SWEC-A.ST;SWECO A;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-A.ST;83.36
ELN.ST;ELLEN;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELN.ST;83.21
TCC.ST;TC CONNECT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCC.ST;81.66
VSSAB-B.ST;VIKING SUPPLY SHIPS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VSSAB-B.ST;81.66
DMYD-B.ST;DIAMYD MEDICAL B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DMYD-B.ST;81.19
43464.ST;STOCKWIK FORVALTNING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=43464.ST;79.82
CCOR-B.ST;CONCORDIA MARITIME B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CCOR-B.ST;79.68
WESC.ST;WESC;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WESC.ST;79.28
SAXG.ST;SAXLUND GROUP;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAXG.ST;78.33
POOL-B.ST;POOLIA B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POOL-B.ST;75.83
AERO.ST;SVENSKA AEROGEL HOLDING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AERO.ST;74.23
PREV-B.ST;PREVAS B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREV-B.ST;72.19
TASTE.ST;MYTASTE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TASTE.ST;71.94
TEONE.ST;TARGETEVERYONE;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEONE.ST;69.54
GTAB%20B;GLYCOREX TRANSPLANTATION B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GTAB%20B;69.53
SARSYS.NGM;SCANDINAVIAN AIRPORT AND ROAD SYSTEM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SARSYS.NGM;66.99
ALELIO-TO-1.ST;ALELION ENERGY SYSTEMS SUBSCR OPT;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALELIO-TO-1.ST;66.22
CLDRE-B.NGM;CLOUDREPUBLIC;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLDRE-B.NGM;66.22
TGATE.NGM;THREE GATES;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TGATE.NGM;64.63
AUR.ST;AURIANT MINING;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AUR.ST;63.21
COMPI.NGM;COMPUTER INNOVATION I VAXJO;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COMPI.NGM;61.39
ULED.NGM;UNI-LIGHT LED;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ULED.NGM;52.84
IMPC.ST;IMPACT COATINGS;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IMPC.ST;51.58
BWL.ST;BRINGWELL;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BWL.ST;0
MIND.ST;MINDMANCER;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIND.ST;0
NOMI.ST;NORDIC MINES;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOMI.ST;0
