NAMESHORT;URL;VALUE;NAME
NOBI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBI.ST;229.38;test210
47307.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=47307.ST;228.76;test211
MIND.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIND.ST;227.39;test212
TRAC-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRAC-B.ST;227.22;test213
CINN.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CINN.ST;226.22;test214
CLEANT-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLEANT-A.ST;225.73;test215
LLSW-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LLSW-B.ST;224.97;test216
IS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IS.ST;224.89;test217
SAGA-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-A.ST;224.3;test218
XVIVO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XVIVO.ST;224.21;test219
NOTE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOTE.ST;222.7;test220
PLED.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLED.ST;222.28;test221
CAT-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAT-B.ST;222.24;test222
ODD.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ODD.ST;222.21;test223
THQN-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=THQN-B.ST;221.63;test224
STE-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-A.ST;220.98;test225
CAPAC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAPAC.ST;220.87;test226
LUND-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUND-B.ST;220.45;test227
STRAX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STRAX.ST;220.41;test228
NIL-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIL-B.ST;220.27;test229
VBG-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VBG-B.ST;218.94;test230
EOS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EOS.ST;217.63;test231
INVE-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INVE-B.ST;217.21;test232
ACM.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACM.ST;216.87;test233
COIC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COIC.ST;215.67;test234
VERI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VERI.ST;215.61;test235
ALON-B.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALON-B.NGM;215.11;test236
NIBE-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIBE-B.ST;214.09;test237
NGQ.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGQ.ST;213.87;test238
INDU-C.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDU-C.ST;213.54;test239
NOBINA.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBINA.ST;213.47;test240
SOSIL.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOSIL.NGM;213.44;test241
SWEC-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-B.ST;213.18;test242
KAN.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAN.ST;212.51;test243
VOLV-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLV-A.ST;212.17;test244
PNVA.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNVA.NGM;212.13;test245
INDU-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDU-A.ST;212.08;test246
LEX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LEX.ST;212.02;test247
LATO-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LATO-B.ST;211.55;test248
MCAP.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCAP.ST;211.37;test249
PACT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PACT.ST;210.52;test250
HPOL-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HPOL-B.ST;210.42;test251
AQ.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AQ.ST;209.84;test252
NMAN.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NMAN.ST;209.45;test253
NET-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NET-B.ST;208.28;test254
ORTI-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORTI-B.ST;208.07;test255
AVT-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AVT-B.ST;207.88;test256
VEMF-SDB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VEMF-SDB.ST;207.49;test257
FABG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FABG.ST;207.06;test258
PEAB-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEAB-B.ST;206.35;test259
PRIC-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIC-B.ST;205.42;test260
LAUR.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAUR.ST;204.91;test261
STEF-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STEF-B.ST;204.69;test262
WISE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WISE.ST;204.22;test263
BALD-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BALD-B.ST;204.2;test264
AZN.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AZN.ST;204.04;test265
ZZ-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZZ-B.ST;203.65;test266
SAXG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAXG.ST;203.58;test267
AAK.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AAK.ST;203.48;test268
KNOW.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KNOW.ST;202.52;test269
LAMM-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAMM-B.ST;201.92;test270
KINV-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KINV-B.ST;201.46;test271
ENZY.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENZY.ST;200.57;test272
CRED-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CRED-A.ST;200.47;test273
OBDU-B.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-B.NGM;200.21;test274
NDA-SEK.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDA-SEK.ST;199.44;test275
XACT-BEAR-2.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR-2.ST;199.43;test276
WIHL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WIHL.ST;199.3;test277
BORG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BORG.ST;199.14;test278
MSON-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSON-B.ST;198.84;test279
FNMA-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FNMA-PREF.ST;198.6;test280
ADDT-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ADDT-B.ST;198.13;test281
BILL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BILL.ST;197.9;test282
NCC-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-A.ST;197.5;test283
PFE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PFE.ST;197.39;test284
BILI-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BILI-A.ST;197.25;test285
INWI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INWI.ST;196.02;test286
NUE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NUE.ST;195.99;test287
RNBS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RNBS.ST;195.67;test288
UTG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UTG.ST;195.49;test289
TEL2-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEL2-A.ST;194.39;test290
NEPA.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEPA.ST;194.32;test291
KONT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KONT.ST;194.17;test292
SPRINT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPRINT.ST;193.8;test293
XINT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XINT.ST;193.64;test294
INVE-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INVE-A.ST;193.54;test295
LUG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUG.ST;192.91;test296
CASO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CASO.ST;192.67;test297
ARP.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARP.ST;192.66;test298
ABB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ABB.ST;192.12;test299
EOLU-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EOLU-B.ST;192.03;test300
ARISE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARISE.ST;191.65;test301
SWOL-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWOL-B.ST;191.18;test302
SOLT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOLT.ST;191.01;test303
BETS-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BETS-B.ST;190.99;test304
SKF-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-A.ST;190.35;test305
HUSQ-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-A.ST;189.51;test306
NCC-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-B.ST;189.27;test307
ANOD-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ANOD-B.ST;189.09;test308
REZT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=REZT.ST;188.54;test309
TCT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCT.ST;187.89;test310
SVOL-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVOL-A.ST;187.87;test311
BEIA-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BEIA-B.ST;187.74;test312
ATRLJ-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATRLJ-B.ST;187.56;test313
HEMF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMF.ST;187.52;test314
MTG-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-B.ST;187.08;test315
MELK.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MELK.ST;187.03;test316
SECU-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECU-B.ST;186.68;test317
MEKO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEKO.ST;186.18;test318
AF-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AF-B.ST;186.08;test319
SKF-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-B.ST;185.76;test320
COMH.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COMH.ST;185.45;test321
BULTEN.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BULTEN.ST;184.97;test322
BEIJ-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BEIJ-B.ST;184.77;test323
ELUX-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELUX-B.ST;184.04;test324
SECT-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECT-B.ST;183.24;test325
SAND.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAND.ST;182.81;test326
INISS-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INISS-B.ST;181.97;test327
VNV-SDB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VNV-SDB.ST;181.67;test328
JAYS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=JAYS.ST;181.45;test329
CCC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CCC.ST;180.42;test330
PIEZO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PIEZO.ST;180;test331
ALIRA-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALIRA-B.ST;179.67;test332
RATO-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-B.ST;179.32;test333
OBAB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBAB.ST;179.31;test334
HOFI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOFI.ST;179.21;test335
BWL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BWL.ST;178.26;test336
AROC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AROC.ST;178.01;test337
LEO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LEO.ST;177.65;test338
FPIP.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPIP.ST;176.92;test339
HUSQ-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUSQ-B.ST;175.3;test340
LIAB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIAB.ST;175.21;test341
CORE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CORE.ST;174.31;test342
SAGA-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-B.ST;173.97;test343
HANZA.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HANZA.ST;173.94;test344
SF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SF.ST;173.88;test345
CLAS-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLAS-B.ST;173.84;test346
IJ.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IJ.ST;173.43;test347
GRNG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GRNG.ST;173.2;test348
ELUX-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELUX-A.ST;172.97;test349
KLAR.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLAR.ST;172.96;test350
WALL-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WALL-B.ST;172.52;test351
ATT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATT.ST;172.12;test352
DOM.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DOM.ST;171.77;test353
ALIF-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALIF-B.ST;170.9;test354
HEMC-TO1.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEMC-TO1.ST;170.77;test355
MAHA-A-TO-1.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAHA-A-TO-1.ST;170.73;test356
NICO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICO.ST;169.9;test357
OEM-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OEM-B.ST;169.9;test358
VRG-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VRG-B.ST;169.9;test359
STW.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STW.ST;169.29;test360
ATCO-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATCO-B.ST;169.2;test361
XACT-OMXSB-UTD.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-OMXSB-UTD.ST;169.15;test362
XACT-BULL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BULL.ST;168.59;test363
DUNI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DUNI.ST;166.49;test364
RESURS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RESURS.ST;165.21;test365
SIMRIS-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SIMRIS-B.ST;165.1;test366
CTM.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CTM.ST;164.74;test367
CELLNK-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CELLNK-B.ST;164.23;test368
SEB-C.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-C.ST;163.37;test369
AVEN.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AVEN.ST;162.46;test370
DURC-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DURC-B.ST;162.18;test371
CMOTEC-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CMOTEC-B.ST;161.93;test372
HOLM-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOLM-B.ST;161.24;test373
ELTEL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELTEL.ST;160.68;test374
ONCO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ONCO.ST;160.51;test375
CAST.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAST.ST;159.8;test376
ACAD.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACAD.ST;158.51;test377
MQ.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MQ.ST;156.93;test378
PREV-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREV-B.ST;156.6;test379
TIEN.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TIEN.ST;156.46;test380
PLAZ-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLAZ-B.ST;155.97;test381
TEL2-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEL2-B.ST;155.76;test382
NOKIA-SEK.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOKIA-SEK.ST;155.58;test383
ALFA.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALFA.ST;155.41;test384
HEXA-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEXA-B.ST;154.87;test385
SHB-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-A.ST;154.61;test386
CCOR-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CCOR-B.ST;154.06;test387
AMAST.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AMAST.ST;153.55;test388
EAST.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EAST.ST;153.48;test389
XACT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT.ST;153.09;test390
ERIC-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ERIC-B.ST;153.01;test391
BELE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BELE.ST;152.86;test392
ATCO-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATCO-A.ST;152.19;test393
SOBI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOBI.ST;152.17;test394
MAHA-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAHA-A.ST;152.07;test395
SVED-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVED-B.ST;152.01;test396
SHOT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHOT.ST;151.19;test397
BRE2.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRE2.ST;150.8;test398
SCA-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCA-A.ST;149.78;test399
GREAT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GREAT.ST;148.51;test400
GAPW-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GAPW-B.ST;148.03;test401
TALK.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TALK.ST;147.14;test402
PNDX-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNDX-B.ST;146.94;test403
CAPIO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CAPIO.ST;146.77;test404
BMAX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BMAX.ST;146.56;test405
GTAB%20B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GTAB%20B;146.2;test406
RROS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RROS.ST;146.16;test407
THULE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=THULE.ST;146.13;test408
CLX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLX.ST;145.85;test409
DMYD-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DMYD-B.ST;145.7;test410
GUNN.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GUNN.ST;145.02;test411
HOYLU.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOYLU.ST;144.8;test412
HUFV-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HUFV-A.ST;144.77;test413
NP3.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NP3.ST;143.84;test414
XBRANE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XBRANE.ST;143.42;test415
GETI-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GETI-B.ST;143.04;test416
KLED.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLED.ST;142.7;test417
